actor,country,director,image_link,link,people,rank,score,title,typ,words,year
布拉德·皮特 Brad Pitt / 梅拉尼·罗兰 M..., 美国 德国 ,Quentin Tarantino,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p770734475.jpg,https://movie.douban.com/subject/1438652/,256765人评价,217,8.5,"无耻混蛋, / Inglourious Basterds, / 恶棍特工(台)  /  希魔撞正杀人狂(港)", 剧情 犯罪,昆汀同学越来越变态了，比北野武还杜琪峰。,2009 
吉娜·戴维斯 Geena Davis / 苏..., 美国 法国 ,雷德利·斯科特 Ridley Scott,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p794583044.jpg,https://movie.douban.com/subject/1291992/,121298人评价,218,8.7,"末路狂花, / Thelma & Louise, / 塞尔玛与路易丝  /  末路狂花", 犯罪 剧情 惊悚,没有了退路，只好飞向自由。,1991 
水桥研二 Kenji Mizuhashi / 近藤好美 ..., 日本 ,新海诚 Makoto Shinkai,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p982896012.jpg,https://movie.douban.com/subject/2043546/,355185人评价,219,8.3,"秒速5厘米, / 秒速5センチメートル, / 秒速五厘米  /  秒速5公分", 动画 剧情 爱情,青春就是放弃和怀念。,2007 
大卫·李·史密斯 David ..., 美国 ,理查德·沙因克曼 Richard Schenkman,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p513303986.jpg,https://movie.douban.com/subject/2300586/,212718人评价,220,8.5,"这个男人来自地球, / The Man from Earth, / 地球不死人(港)  /  这个人来自洞穴", 剧情 科幻,科幻真正的魅力不是视觉效果能取代的。 ,2007 
肖恩·康纳利 Sean Connery / 尼古拉..., 美国 ,迈克尔·贝 Michael Bay,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p636048104.jpg,https://movie.douban.com/subject/1292728/,161803人评价,221,8.6,"勇闯夺命岛, / The Rock, / 石破天惊  /  绝地任务", 动作 冒险,类型片的极致。 ,1996 
Henry Thomas / Dee Wallace / Robert MacNa..., 美国 ,Steven Spielberg,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p984732992.jpg,https://movie.douban.com/subject/1294638/,180987人评价,222,8.5,"E.T. 外星人, / E.T.: The Extra-Terrestrial, / 外星人E.T.  /  外星人", 剧情 科幻,生病的E.T.皮肤的颜色就像柿子饼。,1982 
约翰·特拉沃尔塔 John Travolta / 尼古拉斯..., 美国 ,吴宇森 John Woo,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173855883.jpg,https://movie.douban.com/subject/1292659/,243483人评价,223,8.4,"变脸, / Face/Off, / 夺面双雄", 动作 科幻 犯罪 惊悚,当发哥的风衣、墨镜出现在了凯奇身上⋯⋯,1997 
让-马克·巴尔 Jean-Marc Barr / 让·雷诺 Jean Re..., 法国 美国 意大利 ,Luc Besson,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p455722535.jpg,https://movie.douban.com/subject/1300960/,115870人评价,224,8.7,"碧海蓝天, / Le grand bleu, / 碧海情深  /  夜海倾情", 剧情 爱情,在那片深蓝中，感受来自大海的忧伤寂寞与美丽自由。,1988 
艾米丽·芭尔多尼 Em..., 美国 英国 ,詹姆斯·沃德·布柯特 James Ward Byrkit,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2187896711.jpg,https://movie.douban.com/subject/25807345/,223928人评价,225,8.4,"彗星来的那一夜, / Coherence, / 相干性  /  相干效应", 科幻 悬疑 惊悚,小成本大魅力。,2013 
亨弗莱·鲍嘉 Humphrey Bogart / 英格丽·褒曼..., 美国 ,Michael Curtiz,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1244791866.jpg,https://movie.douban.com/subject/1296753/,142294人评价,226,8.6,"卡萨布兰卡, / Casablanca, / 北非谍影(港)  /  卡萨布兰卡", 剧情 爱情 战争,世界上有那么多女人那么多酒馆，但她偏偏走进我的这家。,1942 
Clint Eastwood / Eli Wallach / Lee Van Cleef, 意大利 西班牙 西德 ,Sergio Leone,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2101693489.jpg,https://movie.douban.com/subject/1401118/,61035人评价,227,9.1,"黄金三镖客, / Il buono, il brutto, il cattivo., / 好·坏·丑  /  独行侠决斗地狱门(港)", 冒险 西部,最棒的西部片。,1966 
Malcolm McDowell / Patrick Magee / Michael..., 英国 美国 ,Stanley Kubrick,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p529908155.jpg,https://movie.douban.com/subject/1292233/,210215人评价,228,8.5,"发条橙, / A Clockwork Orange, / 发条桔子  /  发条橙子", 犯罪 剧情 科幻,我完全康复了。,1971 
马克·鲁弗洛 Mark Ruffalo /..., 美国 ,托马斯·麦卡锡 Thomas McCarthy,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2263822658.jpg,https://movie.douban.com/subject/25954475/,150794人评价,229,8.8,"聚焦, / Spotlight, / 焦点追击(港)  /  惊爆焦点(台)", 剧情 传记,新闻人的理性求真。,2015 
莱昂纳多·迪卡普里奥 Leonardo ..., 美国 德国 ,爱德华·兹威克 Edward Zwick,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1244017073.jpg,https://movie.douban.com/subject/1428175/,159948人评价,230,8.6,"血钻, / Blood Diamond, / 血腥钻石  /  滴血钻石", 剧情 惊悚 冒险,每个美丽事物背后都是滴血的现实。,2006 
凯文·史派西 Kevin Spacey / 安妮特..., 美国 ,萨姆·门德斯 Sam Mendes,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p571671715.jpg,https://movie.douban.com/subject/1292062/,211300人评价,231,8.5,"美国丽人, / American Beauty, / 美丽有罪(港)  /  美国心·玫瑰情(台)", 剧情 爱情 家庭,每个人的内心都是深不可测的大海。 ,1999 
比尔·奈伊 Bill Nighy / 肯尼..., 英国 德国 法国 ,理查德·柯蒂斯 Richard Curtis,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p769608791.jpg,https://movie.douban.com/subject/3007773/,181730人评价,232,8.6,"海盗电台, / The Boat That Rocked, / 出位乐人谷(港)  /  海盗电波", 剧情 喜剧 音乐,生命不止，摇滚不死。,2009 
柯林·菲尔斯 Colin Firth / 杰弗里·..., 英国 澳大利亚 美国 ,汤姆·霍珀 Tom Hooper,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p768879237.jpg,https://movie.douban.com/subject/4023638/,388401人评价,233,8.3,"国王的演讲, / The King's Speech, / 皇上无话儿(港)  /  王者之声：宣战时刻(台)", 剧情 传记 历史,皇上无话儿。,2010 
史蒂芬·鲍德温 Stephen Baldwin /..., 德国 美国 ,布莱恩·辛格 Bryan Singer,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2537319495.jpg,https://movie.douban.com/subject/1292214/,138299人评价,234,8.6,"非常嫌疑犯, / The Usual Suspects, / 刺激惊爆点(台)  /  普通嫌疑犯", 剧情 犯罪 悬疑 惊悚,我不信仰上帝，但我敬畏上帝。,1995 
埃米尔·赫斯基 Emile Hirsch / 马西娅·..., 美国 ,西恩·潘 Sean Penn,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p465687407.jpg,https://movie.douban.com/subject/1905462/,145537人评价,235,8.6,"荒野生存, / Into the Wild, / 浪荡天涯(港)  /  阿拉斯加之死(台)", 冒险 传记 剧情,出门必备：本草纲目。,2007 
乔什·哈奈特 Josh Hartnett / ..., 美国 ,雷德利·斯科特 Ridley Scott,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910900710.jpg,https://movie.douban.com/subject/1291824/,140173人评价,236,8.6,"黑鹰坠落, / Black Hawk Down, / 黑鹰降落  /  黑鹰计划", 动作 历史 战争,还原真实而残酷的战争。,2001 
宋在河 Jae-ho Song / 李顺载 Soon-jae..., 韩国 ,秋昌民 Chang-min Choo,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1075591188.jpg,https://movie.douban.com/subject/5908478/,70238人评价,237,9.0,"我爱你, / 그대를 사랑합니다, / 爱你  /  爱，是一生相伴(台)", 剧情 爱情,你要相信，这世上真的有爱存在，不管在什么年纪 ,2011 
拉尔夫·费因斯 Ralph Fien..., 美国 英国 ,安东尼·明格拉 Anthony Minghella,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2408623752.jpg,https://movie.douban.com/subject/1291853/,193245人评价,238,8.5,"英国病人, / The English Patient, / 英伦情人(台)  /  别问我是谁(港)", 爱情 剧情 战争,"In memory, love lives forever...",1996 
伊桑·霍克 Ethan Hawke / 乌玛..., 美国 ,安德鲁·尼科尔 Andrew Niccol,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2195672555.jpg,https://movie.douban.com/subject/1300117/,106734人评价,239,8.7,"千钧一发, / Gattaca, / 变种异煞  /  自然人", 剧情 科幻 惊悚,一部能引人思考的科幻励志片。,1997 
丁建华 Jianhua Din..., 中国大陆 ,王树忱 Shuchen Wang / 钱运达 Yunda Qian,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p842504080.jpg,https://movie.douban.com/subject/1428581/,60395人评价,240,9.1,"天书奇谭, / The Legend of Sealed Book  /  Secrets of the Heavenly Book", 动画,传奇的年代，醉人的童话。,1983 
杰克·尼科尔森 Jack Nicholson / 摩根..., 美国 ,罗伯·莱纳 Rob Reiner,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p708613284.jpg,https://movie.douban.com/subject/1867345/,155603人评价,241,8.5,"遗愿清单, / The Bucket List, / 玩转身前事(港)  /  一路玩到挂(台)", 冒险 喜剧 剧情,用剩余不多的时间，去燃烧整个生命。,2007 
凯尔·杜拉 Keir Dullea / ..., 英国 美国 ,斯坦利·库布里克 Stanley Kubrick,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792189453.jpg,https://movie.douban.com/subject/1292226/,114726人评价,242,8.7,"2001太空漫游, / 2001: A Space Odyssey, / 2001：星际漫游  /  2001：太空奥德赛", 科幻 惊悚 冒险,现代科幻电影的开山之作，最伟大导演的最伟大影片。,1968 
汤姆·汉克斯 Tom Hanks / ..., 美国 ,罗伯特·泽米吉斯 Robert Zemeckis,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2207673534.jpg,https://movie.douban.com/subject/1298653/,158995人评价,243,8.5,"荒岛余生, / Cast Away, / 浩劫重生(台)  /  劫后重生(港)", 冒险 剧情,一个人的独角戏。,2000 
..., 法国 德国 意大利 西班牙 瑞士 ,雅克·贝汉 Jacques Perrin / 雅克·克鲁奥德 Jacques Cluzaud,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2238274168.jpg,https://movie.douban.com/subject/1292281/,56816人评价,244,9.1,"迁徙的鸟, / Le peuple migrateur, / 鸟的迁徙  /  鸟与梦飞行", 纪录片,最美的飞翔。,2001 
汤姆·哈迪 Tom Hardy / 乔尔·..., 美国 ,加文·欧康诺 Gavin O'Connor,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1145536386.jpg,https://movie.douban.com/subject/3217169/,97898人评价,245,8.9,"勇士, / Warrior, / 勇者无敌(台)  /  钢铁斗士(港)", 剧情 运动 家庭,热血沸腾，相当完美的娱乐拳击大餐。,2011 
吴镇宇 Francis Ng / 任达华 Simon Yam / ..., 香港 ,杜琪峰 Johnnie To,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1538646661.jpg,https://movie.douban.com/subject/1300741/,115732人评价,246,8.7,"枪火, / 鎗火, / The Mission", 剧情 动作 犯罪,一群演技精湛的戏骨，奉献出一个精致的黑帮小品，成就杜琪峰群戏的巅峰之作。,1999 
恰拉 Chara / 伊藤步 Ayumi Ito / 三上..., 日本 ,岩井俊二 Shunji Iwai,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p532195562.jpg,https://movie.douban.com/subject/1307793/,116731人评价,247,8.6,"燕尾蝶, / スワロウテイル, / Swallowtail Butterfly  /  Suwarôteiru", 犯罪 剧情,现实与童话交相辉映的旅程。,1996 
詹姆斯·沃克 James Wolk / 特里特·..., 美国 ,彼得·维纳 Peter Werner,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p628364149.jpg,https://movie.douban.com/subject/4798888/,122115人评价,248,8.6,"叫我第一名, / Front of the Class, / 站在教室前  /  讲台前的我", 剧情 传记,乐观比一切都有力量。,2008 
阿努克·斯特芬 Anuk Steffen /..., 德国 瑞士 南非 ,阿兰·葛斯彭纳 Alain Gsponer,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2332944143.jpg,https://movie.douban.com/subject/25958717/,65836人评价,249,9.0,"海蒂和爷爷, / Heidi, / 飘零燕(港)  /  海蒂", 剧情 冒险 家庭,,2015 
娜奥米·沃茨 Naomi Watts / 劳拉·哈..., 法国 美国 ,大卫·林奇 David Lynch,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792248233.jpg,https://movie.douban.com/subject/1292217/,264921人评价,250,8.3,"穆赫兰道, / Mulholland Dr., / 穆荷兰大道(台)  /  失忆大道(港)", 剧情 悬疑 惊悚,大卫·林奇的梦境迷宫。,2001 
